State,District,Year,No_of_Accounts,Credit_Limit_Cr,Amount_Outstanding_Cr,Credit_Utilization_Ratio
JAMMU & KASHMIR,RAJOURI,2024,142300,4868.2843,3562.9864,0.7319
JAMMU & KASHMIR,RAMBAN,2019,18587,560.169,434.2617,0.7752
JAMMU & KASHMIR,RAMBAN,2020,41080,808.8638,604.2175,0.747
JAMMU & KASHMIR,RAMBAN,2021,44342,1006.8797,773.4005,0.7681
JAMMU & KASHMIR,RAMBAN,2022,47555,1285.7416,975.993,0.7591
JAMMU & KASHMIR,RAMBAN,2023,68501,1720.2078,1294.2739,0.7524
JAMMU & KASHMIR,RAMBAN,2024,64152,1822.0742,1354.876,0.7436
JAMMU & KASHMIR,REASI,2019,31152,1033.4172,744.1545,0.7201
JAMMU & KASHMIR,REASI,2020,58200,1457.2787,1051.381,0.7215
JAMMU & KASHMIR,REASI,2021,64043,1654.8684,1228.4743,0.7423
JAMMU & KASHMIR,REASI,2022,61530,2496.9356,1706.547,0.6835
JAMMU & KASHMIR,REASI,2023,65177,2266.2502,1607.5595,0.7093
JAMMU & KASHMIR,REASI,2024,75900,2560.1843,1848.6189,0.7221
JAMMU & KASHMIR,SAMBA,2019,37936,2443.7331,1880.4329,0.7695
JAMMU & KASHMIR,SAMBA,2020,68515,3265.6526,2367.4094,0.7249
JAMMU & KASHMIR,SAMBA,2021,84583,3816.8468,2752.4625,0.7211
JAMMU & KASHMIR,SAMBA,2022,85237,4491.8247,3226.5769,0.7183
JAMMU & KASHMIR,SAMBA,2023,94316,5379.1572,3815.6697,0.7093
JAMMU & KASHMIR,SAMBA,2024,105570,6284.7126,4351.9729,0.6925
JAMMU & KASHMIR,SHOPIAN,2019,42384,1375.6331,1096.4188,0.797
JAMMU & KASHMIR,SHOPIAN,2020,68933,1637.3568,1295.5209,0.7912
JAMMU & KASHMIR,SHOPIAN,2021,60786,1949.8933,1536.7887,0.7881
JAMMU & KASHMIR,SHOPIAN,2022,68170,2462.1003,1944.7781,0.7899
JAMMU & KASHMIR,SHOPIAN,2023,74107,2669.3335,2113.0272,0.7916
JAMMU & KASHMIR,SHOPIAN,2024,86188,2969.0714,2319.5042,0.7812
JAMMU & KASHMIR,SRINAGAR,2019,252649,19475.2403,11927.3851,0.6124
JAMMU & KASHMIR,SRINAGAR,2020,309551,20526.7377,12972.437,0.632
JAMMU & KASHMIR,SRINAGAR,2021,291735,22866.1079,15011.2048,0.6565
JAMMU & KASHMIR,SRINAGAR,2022,302904,21368.8925,15449.7828,0.723
JAMMU & KASHMIR,SRINAGAR,2023,338772,23933.4785,16947.3775,0.7081
JAMMU & KASHMIR,SRINAGAR,2024,396117,26760.4826,18531.5014,0.6925
JAMMU & KASHMIR,UDHAMPUR,2019,65439,2137.5564,1562.6288,0.731
JAMMU & KASHMIR,UDHAMPUR,2020,104186,2286.1445,1620.3558,0.7088
JAMMU & KASHMIR,UDHAMPUR,2021,108530,2684.4341,1935.0848,0.7209
JAMMU & KASHMIR,UDHAMPUR,2022,108319,3185.161,2295.0897,0.7206
JAMMU & KASHMIR,UDHAMPUR,2023,120517,4017.5137,2901.8543,0.7223
JAMMU & KASHMIR,UDHAMPUR,2024,133176,4863.7663,3389.2617,0.6968
JHARKHAND,BOKARO,2019,209921,7149.7468,4615.3281,0.6455
JHARKHAND,BOKARO,2020,241628,7691.2505,4955.5866,0.6443
JHARKHAND,BOKARO,2021,283062,8439.3778,5601.1875,0.6637
JHARKHAND,BOKARO,2022,283417,9017.7126,6353.4009,0.7045
JHARKHAND,BOKARO,2023,302292,10492.2353,7125.8779,0.6792
JHARKHAND,BOKARO,2024,313901,11927.4309,8152.4726,0.6835
JHARKHAND,CHATRA,2019,67769,739.3938,577.017,0.7804
JHARKHAND,CHATRA,2020,82317,986.8663,739.8341,0.7497
JHARKHAND,CHATRA,2021,89252,1138.1754,855.0412,0.7512
JHARKHAND,CHATRA,2022,95650,1322.8548,964.0589,0.7288
JHARKHAND,CHATRA,2023,106310,1631.9946,1131.9652,0.6936
JHARKHAND,CHATRA,2024,112356,1932.7966,1338.8637,0.6927
JHARKHAND,DEOGHAR,2019,147471,2350.4687,1812.815,0.7713
JHARKHAND,DEOGHAR,2020,157079,2644.275,1967.4032,0.744
JHARKHAND,DEOGHAR,2021,172824,3029.8444,2237.6744,0.7385
JHARKHAND,DEOGHAR,2022,137620,3178.6418,2345.679,0.738
JHARKHAND,DEOGHAR,2023,192623,4406.9826,3123.8063,0.7088
JHARKHAND,DEOGHAR,2024,201554,5341.8418,3748.0086,0.7016
JHARKHAND,DHANBAD,2019,325778,9697.5501,7132.8108,0.7355
JHARKHAND,DHANBAD,2020,365710,11311.9707,8311.457,0.7347
JHARKHAND,DHANBAD,2021,396546,13416.7882,9987.6788,0.7444
JHARKHAND,DHANBAD,2022,405496,14672.9152,10331.4939,0.7041
JHARKHAND,DHANBAD,2023,441795,17440.8843,12399.1194,0.7109
JHARKHAND,DHANBAD,2024,481200,21515.9869,14973.0884,0.6959
JHARKHAND,DUMKA,2019,151711,1743.6802,1348.5551,0.7734
JHARKHAND,DUMKA,2020,190358,1711.5267,1254.5857,0.733
JHARKHAND,DUMKA,2021,174981,1897.1226,1370.7431,0.7225
JHARKHAND,DUMKA,2022,215129,2539.2316,1823.3886,0.7181
JHARKHAND,DUMKA,2023,156554,2561.9241,1789.9042,0.6987
JHARKHAND,DUMKA,2024,158583,3002.5501,2101.7895,0.7
JHARKHAND,GARHWA,2019,71532,792.8478,644.6307,0.8131
JHARKHAND,GARHWA,2020,93793,1041.4512,804.3774,0.7724
JHARKHAND,GARHWA,2021,102966,1342.7846,956.8729,0.7126
JHARKHAND,GARHWA,2022,115941,1614.0639,1128.3746,0.6991
JHARKHAND,GARHWA,2023,127577,2041.9081,1336.3191,0.6544
JHARKHAND,GARHWA,2024,138489,2430.703,1573.8196,0.6475
JHARKHAND,GIRIDIH,2019,188111,2931.1768,2210.4205,0.7541
JHARKHAND,GIRIDIH,2020,210087,3005.0798,2166.7447,0.721
JHARKHAND,GIRIDIH,2021,232357,3922.1458,2486.7916,0.634
JHARKHAND,GIRIDIH,2022,230596,4620.9528,2907.4033,0.6292
JHARKHAND,GIRIDIH,2023,249793,5688.8857,3497.2601,0.6148
JHARKHAND,GIRIDIH,2024,271186,6844.4485,4313.4208,0.6302
JHARKHAND,GODDA,2019,107963,1238.2109,988.7201,0.7985
JHARKHAND,GODDA,2020,115356,1408.5912,1083.8123,0.7694
JHARKHAND,GODDA,2021,137136,1715.3712,1294.0432,0.7544
JHARKHAND,GODDA,2022,129644,1939.5437,1439.9442,0.7424
JHARKHAND,GODDA,2023,131786,2288.3945,1654.9332,0.7232
JHARKHAND,GODDA,2024,136099,2645.4079,1938.4783,0.7328
JHARKHAND,GUMLA,2019,73646,709.3346,520.8006,0.7342
JHARKHAND,GUMLA,2020,79657,924.1827,640.8554,0.6934
JHARKHAND,GUMLA,2021,81618,1052.4407,716.5003,0.6808
JHARKHAND,GUMLA,2022,87521,1229.9164,845.6556,0.6876
JHARKHAND,GUMLA,2023,91850,1517.053,997.1847,0.6573
JHARKHAND,GUMLA,2024,94706,1776.4849,1193.8615,0.672
JHARKHAND,HAZARIBAG,2019,238612,4904.1483,3622.8975,0.7387
JHARKHAND,HAZARIBAG,2020,221163,4404.3468,3242.9847,0.7363
JHARKHAND,HAZARIBAG,2021,254007,5153.5388,3764.4741,0.7305
JHARKHAND,HAZARIBAG,2022,243711,5872.834,4189.9352,0.7134
JHARKHAND,HAZARIBAG,2023,264766,7009.1616,4974.9,0.7098
JHARKHAND,HAZARIBAG,2024,282170,8179.4363,5747.5528,0.7027
JHARKHAND,JAMTARA,2019,46296,300.7939,241.4801,0.8028
JHARKHAND,JAMTARA,2020,64794,721.5649,561.2736,0.7779
JHARKHAND,JAMTARA,2021,77988,832.8977,623.0219,0.748
JHARKHAND,JAMTARA,2022,73473,941.6608,692.7163,0.7356
JHARKHAND,JAMTARA,2023,76831,1135.1896,811.4501,0.7148
JHARKHAND,JAMTARA,2024,78211,1319.7289,927.0031,0.7024
JHARKHAND,KHUNTI,2019,23321,245.8754,183.2974,0.7455
JHARKHAND,KHUNTI,2020,42313,651.6271,458.6507,0.7039
JHARKHAND,KHUNTI,2021,48292,781.008,561.72,0.7192
JHARKHAND,KHUNTI,2022,48117,928.5839,669.1394,0.7206
JHARKHAND,KHUNTI,2023,50653,1108.9353,780.4991,0.7038
JHARKHAND,KHUNTI,2024,63075,1360.414,949.9793,0.6983
JHARKHAND,KODERMA,2019,61806,1015.2046,766.5988,0.7551
JHARKHAND,KODERMA,2020,91978,1415.5833,1034.1457,0.7305
JHARKHAND,KODERMA,2021,94654,1516.5849,1090.2188,0.7189
JHARKHAND,KODERMA,2022,107961,1716.685,1233.8105,0.7187
JHARKHAND,KODERMA,2023,115729,2048.0931,1454.6553,0.7102
JHARKHAND,KODERMA,2024,114021,2383.289,1672.2789,0.7017
JHARKHAND,LATEHAR,2019,44716,548.2372,414.7523,0.7565
JHARKHAND,LATEHAR,2020,46165,664.7787,473.3544,0.712
JHARKHAND,LATEHAR,2021,50685,823.7692,574.4929,0.6974
JHARKHAND,LATEHAR,2022,55884,973.3717,693.5144,0.7125
JHARKHAND,LATEHAR,2023,59945,1259.8177,881.5601,0.6998
JHARKHAND,LATEHAR,2024,91075,1623.9493,1137.9857,0.7008
JHARKHAND,LOHARDAGGA,2019,45842,540.519,417.6091,0.7726
JHARKHAND,LOHARDAGGA,2020,54925,737.3716,545.121,0.7393
JHARKHAND,LOHARDAGGA,2021,55718,839.4862,605.0314,0.7207
JHARKHAND,LOHARDAGGA,2022,65611,969.3267,708.8768,0.7313
JHARKHAND,LOHARDAGGA,2023,66928,1182.7522,821.545,0.6946
JHARKHAND,LOHARDAGGA,2024,68032,1371.5006,942.2477,0.687
JHARKHAND,PAKUR,2019,76554,737.2079,597.5009,0.8105
JHARKHAND,PAKUR,2020,80105,825.1204,657.3197,0.7966
JHARKHAND,PAKUR,2021,106130,1048.678,830.2091,0.7917
JHARKHAND,PAKUR,2022,93012,1200.1909,954.9581,0.7957
JHARKHAND,PAKUR,2023,93820,1408.516,1089.5538,0.7735
JHARKHAND,PAKUR,2024,100241,1677.7958,1272.208,0.7583
JHARKHAND,PALAMAU,2019,150658,4979.9766,2870.8368,0.5765
JHARKHAND,PALAMAU,2020,169400,5333.2583,3000.2688,0.5626
JHARKHAND,PALAMAU,2021,200137,5850.9291,2930.9313,0.5009
JHARKHAND,PALAMAU,2022,201132,6315.1565,3193.3725,0.5057
JHARKHAND,PALAMAU,2023,225771,7040.8425,2862.332,0.4065
JHARKHAND,PALAMAU,2024,237418,7545.9467,3207.4222,0.4251
JHARKHAND,PASCHIMI SINGHBHUM,2019,122692,3143.8159,2261.4912,0.7193
JHARKHAND,PASCHIMI SINGHBHUM,2020,132133,3760.9707,2732.0769,0.7264
JHARKHAND,PASCHIMI SINGHBHUM,2021,139797,4204.2975,2566.3975,0.6104
JHARKHAND,PASCHIMI SINGHBHUM,2022,148991,3104.0553,2059.9424,0.6636
JHARKHAND,PASCHIMI SINGHBHUM,2023,157488,3663.412,2551.1281,0.6964
JHARKHAND,PASCHIMI SINGHBHUM,2024,157096,6315.7483,3781.7357,0.5988
JHARKHAND,PURBI SINGHBHUM,2019,368913,16417.106,11286.7514,0.6875
JHARKHAND,PURBI SINGHBHUM,2020,394448,17385.0468,11597.6542,0.6671
JHARKHAND,PURBI SINGHBHUM,2021,488796,19793.4016,13179.452,0.6659
JHARKHAND,PURBI SINGHBHUM,2022,499032,24150.8675,15005.2332,0.6213
JHARKHAND,PURBI SINGHBHUM,2023,572406,29179.4349,18545.8378,0.6356
JHARKHAND,PURBI SINGHBHUM,2024,632791,33309.3221,21928.9675,0.6583
JHARKHAND,RAMGARH,2019,85615,2029.2417,1520.4327,0.7493
JHARKHAND,RAMGARH,2020,116624,2955.4769,2069.3961,0.7002
JHARKHAND,RAMGARH,2021,145348,3364.4511,2411.7006,0.7168
JHARKHAND,RAMGARH,2022,142187,3936.9517,2819.4639,0.7162
JHARKHAND,RAMGARH,2023,142923,4565.647,3222.5798,0.7058
JHARKHAND,RAMGARH,2024,151839,5285.3293,3675.3653,0.6954
JHARKHAND,RANCHI,2019,490654,23630.1917,16964.7534,0.7179
JHARKHAND,RANCHI,2020,1137917,28750.6337,19738.9637,0.6866
JHARKHAND,RANCHI,2021,1285034,33566.8967,22451.0324,0.6688
JHARKHAND,RANCHI,2022,1493994,41345.893,27588.1693,0.6673
JHARKHAND,RANCHI,2023,1705018,49964.5367,33255.9037,0.6656
JHARKHAND,RANCHI,2024,1897189,59798.978,40281.0326,0.6736
JHARKHAND,SAHEBGANJ,2019,84027,881.9561,695.2773,0.7883
JHARKHAND,SAHEBGANJ,2020,106305,1092.75,836.3375,0.7654
JHARKHAND,SAHEBGANJ,2021,112760,1264.2939,938.6595,0.7424
JHARKHAND,SAHEBGANJ,2022,114837,1499.588,1108.2672,0.739
JHARKHAND,SAHEBGANJ,2023,116040,1767.9828,1252.8052,0.7086
JHARKHAND,SAHEBGANJ,2024,114642,2008.7193,1406.542,0.7002
JHARKHAND,SERAIKELA-KHARSAWAN,2019,109141,1792.8427,1318.781,0.7356
JHARKHAND,SERAIKELA-KHARSAWAN,2020,182877,2783.2378,1889.7603,0.679
JHARKHAND,SERAIKELA-KHARSAWAN,2021,190051,3236.07,2314.1074,0.7151
JHARKHAND,SERAIKELA-KHARSAWAN,2022,214025,3792.8627,2715.0405,0.7158
JHARKHAND,SERAIKELA-KHARSAWAN,2023,239976,4678.144,3332.3626,0.7123
JHARKHAND,SERAIKELA-KHARSAWAN,2024,266198,5925.276,4106.159,0.693
JHARKHAND,SIMDEGA,2019,35379,340.582,231.8167,0.6806
JHARKHAND,SIMDEGA,2020,36959,451.7934,293.0594,0.6487
JHARKHAND,SIMDEGA,2021,39723,515.1256,330.9578,0.6425
JHARKHAND,SIMDEGA,2022,45084,607.2794,416.222,0.6854
JHARKHAND,SIMDEGA,2023,48074,750.9446,488.7894,0.6509
JHARKHAND,SIMDEGA,2024,48377,861.4339,566.9142,0.6581
KARNATAKA,BAGALKOTE,2019,341031,10397.4824,8471.5475,0.8148
KARNATAKA,BAGALKOTE,2020,375453,9613.7489,8142.7278,0.847
KARNATAKA,BAGALKOTE,2021,413683,10657.614,8799.5794,0.8257
KARNATAKA,BAGALKOTE,2022,439140,11516.3417,9464.2479,0.8218
KARNATAKA,BAGALKOTE,2023,481874,14036.2951,10987.3808,0.7828
KARNATAKA,BAGALKOTE,2024,520306,16249.4542,12589.9588,0.7748
KARNATAKA,BALLARI,2023,367102,21139.8614,13795.9656,0.6526
KARNATAKA,BALLARI,2024,396156,24034.7326,15302.8514,0.6367
KARNATAKA,BANGALORE URBAN,2019,6722983,693450.7051,446286.9509,0.6436
KARNATAKA,BANGALORE URBAN,2020,7462635,770116.2286,483802.0523,0.6282
KARNATAKA,BANGALORE URBAN,2021,7776919,823898.7417,503303.6164,0.6109
KARNATAKA,BANGALORE URBAN,2022,8133092,924115.2647,568134.0019,0.6148
KARNATAKA,BANGALURU RURAL,2019,392953,17483.2261,13210.5064,0.7556
KARNATAKA,BANGALURU RURAL,2020,421249,17127.8343,11309.537,0.6603
KARNATAKA,BANGALURU RURAL,2021,433599,16665.7948,11509.1215,0.6906
KARNATAKA,BANGALURU RURAL,2022,449991,18572.3346,12252.8763,0.6597
KARNATAKA,BANGALURU RURAL,2023,467731,24192.1008,15992.3497,0.6611
KARNATAKA,BELAGAVI,2023,1088058,40465.1093,27162.5087,0.6713
KARNATAKA,BELAGAVI,2024,1191375,46784.534,32128.275,0.6867
KARNATAKA,BELGAUM,2019,848537,30332.581,23976.4707,0.7905
KARNATAKA,BELGAUM,2020,959953,27006.4588,20272.1111,0.7506
KARNATAKA,BELGAUM,2021,1009552,30073.6711,21993.8602,0.7313
KARNATAKA,BELGAUM,2022,1043488,32977.5676,24336.5563,0.738
KARNATAKA,BELLARY,2019,427190,17983.7278,12880.8693,0.7163
KARNATAKA,BELLARY,2020,488158,18369.5092,13492.2516,0.7345
KARNATAKA,BELLARY,2021,535445,18877.2397,14186.0103,0.7515
KARNATAKA,BELLARY,2022,389282,18463.5445,12018.0523,0.6509
KARNATAKA,BENGALURU RURAL,2024,622694,30766.8928,21879.0202,0.7111
KARNATAKA,BENGALURU URBAN,2023,8606258,1048646.681,653939.5017,0.6236
KARNATAKA,BENGALURU URBAN,2024,9332069,1253932.4,789360.1751,0.6295
KARNATAKA,BIDAR,2019,222519,7126.8737,5731.9913,0.8043
KARNATAKA,BIDAR,2020,254853,4851.3082,3910.5398,0.8061
KARNATAKA,BIDAR,2021,272149,5887.1174,4527.2276,0.769
KARNATAKA,BIDAR,2022,258743,6049.1573,4904.218,0.8107
KARNATAKA,BIDAR,2023,260042,7007.197,5632.3621,0.8038
KARNATAKA,BIDAR,2024,274765,7991.4146,6385.3731,0.799
KARNATAKA,BIJAPUR,2019,287099,8560.6511,7505.5809,0.8768
KARNATAKA,BIJAPUR,2020,336711,9366.9826,8010.5817,0.8552
KARNATAKA,BIJAPUR,2021,375761,10558.6623,8927.1369,0.8455
KARNATAKA,BIJAPUR,2022,382597,11594.9335,9681.135,0.8349
KARNATAKA,CHAMARAJANAGAR,2019,204122,3261.8352,2486.9717,0.7624
KARNATAKA,CHAMARAJANAGAR,2020,298890,3812.3989,2763.1026,0.7248
KARNATAKA,CHAMARAJANAGAR,2021,338312,4477.2183,3276.5629,0.7318
KARNATAKA,CHAMARAJANAGAR,2022,354901,5123.3564,3787.2925,0.7392
KARNATAKA,CHAMARAJANAGAR,2023,332700,6681.6346,4290.3041,0.6421
KARNATAKA,CHAMARAJANAGAR,2024,369290,8027.4171,5499.6186,0.6851
KARNATAKA,CHIKKABALLAPURA,2019,199404,3187.3517,2950.5991,0.9257
KARNATAKA,CHIKKABALLAPURA,2020,335696,4611.2085,3918.6393,0.8498
KARNATAKA,CHIKKABALLAPURA,2021,342372,5246.1879,4458.204,0.8498
KARNATAKA,CHIKKABALLAPURA,2022,350120,5863.218,4875.5685,0.8316
KARNATAKA,CHIKKABALLAPURA,2023,327129,6595.053,5417.1845,0.8214
KARNATAKA,CHIKKABALLAPURA,2024,368734,8936.1535,7307.8672,0.8178
KARNATAKA,CHIKKAMAGALURU,2023,370452,12121.1886,9448.9985,0.7795
KARNATAKA,CHIKKAMAGALURU,2024,399409,14044.342,10886.472,0.7752
KARNATAKA,CHIKMAGALUR,2019,269877,8245.5904,6550.6697,0.7944
KARNATAKA,CHIKMAGALUR,2020,271597,8745.1924,6895.3554,0.7885
KARNATAKA,CHIKMAGALUR,2021,299364,9725.742,7653.2826,0.7869
KARNATAKA,CHIKMAGALUR,2022,317315,10551.4299,8246.4275,0.7815
KARNATAKA,CHITRADURGA,2019,363395,6793.8828,5660.6717,0.8332
KARNATAKA,CHITRADURGA,2020,383350,7466.9328,5898.3268,0.7899
KARNATAKA,CHITRADURGA,2021,464383,8629.5566,6841.7435,0.7928
KARNATAKA,CHITRADURGA,2022,475307,7972.3495,6861.1205,0.8606
KARNATAKA,CHITRADURGA,2023,488293,9518.1984,8118.9901,0.853
KARNATAKA,CHITRADURGA,2024,583840,11615.6945,9689.8614,0.8342
KARNATAKA,DAKSHIN KANNAD,2019,479796,34814.7839,26684.8889,0.7665
KARNATAKA,DAKSHIN KANNAD,2020,512905,32690.21,23291.6442,0.7125
KARNATAKA,DAKSHIN KANNAD,2021,587628,38910.91,26989.6196,0.6936
KARNATAKA,DAKSHIN KANNAD,2022,653754,48330.4287,30364.6488,0.6283
KARNATAKA,DAKSHIN KANNAD,2023,739023,56946.0112,34840.6118,0.6118
KARNATAKA,DAKSHIN KANNAD,2024,883342,75995.9561,43883.651,0.5774
KARNATAKA,DAVANGERE,2019,450024,10960.2195,8619.7607,0.7865
KARNATAKA,DAVANGERE,2020,495257,11794.9442,9094.296,0.771
KARNATAKA,DAVANGERE,2021,522992,13186.6843,10227.7829,0.7756
KARNATAKA,DAVANGERE,2022,549211,14936.4426,11538.2104,0.7725
KARNATAKA,DAVANGERE,2023,540828,16512.2139,12979.6051,0.7861
KARNATAKA,DAVANGERE,2024,588124,20143.1726,15338.0049,0.7614
KARNATAKA,DHARWAD,2019,676411,19779.4335,14950.8868,0.7559
KARNATAKA,DHARWAD,2020,535285,21836.0801,16595.5491,0.76
KARNATAKA,DHARWAD,2021,577023,24557.7786,18673.5176,0.7604
KARNATAKA,DHARWAD,2022,611134,28700.6878,21366.3367,0.7445
KARNATAKA,DHARWAD,2023,704242,34202.9662,25163.1017,0.7357
KARNATAKA,DHARWAD,2024,836743,42458.5484,31208.8726,0.735
KARNATAKA,GADAG,2019,200399,4434.6733,3916.5992,0.8832
KARNATAKA,GADAG,2020,210361,4841.1127,4051.208,0.8368
KARNATAKA,GADAG,2021,230444,5435.6739,4571.5919,0.841
KARNATAKA,GADAG,2022,241405,6334.0036,5147.4312,0.8127
KARNATAKA,GADAG,2023,272588,7664.9477,5810.5075,0.7581
KARNATAKA,GADAG,2024,291202,8666.4805,6682.9349,0.7711
KARNATAKA,GULBARGA,2019,421631,10237.1967,8522.7145,0.8325
KARNATAKA,GULBARGA,2020,468649,10984.9036,8952.1664,0.815
KARNATAKA,GULBARGA,2021,513425,12714.0803,10378.4907,0.8163
KARNATAKA,GULBARGA,2022,524586,14275.2552,11684.2718,0.8185
KARNATAKA,HASSAN,2019,496729,10255.392,8309.7757,0.8103
KARNATAKA,HASSAN,2020,601012,11111.7242,8705.6652,0.7835
KARNATAKA,HASSAN,2021,631479,12821.2458,10157.2738,0.7922
KARNATAKA,HASSAN,2022,647600,14324.9872,11353.9995,0.7926
KARNATAKA,HASSAN,2023,674225,16902.6611,13284.1326,0.7859
KARNATAKA,HASSAN,2024,684025,18245.1016,15037.5402,0.8242
KARNATAKA,HAVERI,2019,387059,6808.1805,5759.3809,0.846
KARNATAKA,HAVERI,2020,492516,7662.3252,6211.8987,0.8107
KARNATAKA,HAVERI,2021,562418,8903.3915,7216.7604,0.8106
KARNATAKA,HAVERI,2022,616748,10441.3312,8301.7361,0.7951
KARNATAKA,HAVERI,2023,656487,12727.4714,10097.9278,0.7934
KARNATAKA,HAVERI,2024,863112,16278.7479,12675.4547,0.7787
KARNATAKA,KALABURAGI,2023,543243,16501.2479,13353.4155,0.8092
KARNATAKA,KALABURAGI,2024,561330,19339.9337,15569.0401,0.805
KARNATAKA,KODAGU,2019,140452,4357.0378,3479.1313,0.7985
KARNATAKA,KODAGU,2020,152918,4925.9588,3865.1614,0.7847
KARNATAKA,KODAGU,2021,162106,5362.4274,4310.7771,0.8039
KARNATAKA,KODAGU,2022,165514,5822.648,4663.1476,0.8009
KARNATAKA,KODAGU,2023,176487,6657.3994,5256.2697,0.7895
KARNATAKA,KODAGU,2024,182025,7598.7842,5928.6059,0.7802
KARNATAKA,KOLAR,2019,311762,8243.1363,6749.3689,0.8188
KARNATAKA,KOLAR,2020,330764,7056.2903,5719.9755,0.8106
KARNATAKA,KOLAR,2021,348608,7977.0978,6607.4956,0.8283
KARNATAKA,KOLAR,2022,374401,8992.7437,7287.0685,0.8103
KARNATAKA,KOLAR,2023,449696,10483.3108,8360.0693,0.7975
KARNATAKA,KOLAR,2024,485795,12574.252,9853.9111,0.7837
KARNATAKA,KOPPAL,2019,215719,5166.8595,4147.9926,0.8028
KARNATAKA,KOPPAL,2020,228220,5597.5674,4222.9847,0.7544
KARNATAKA,KOPPAL,2021,249641,6300.5679,4835.1206,0.7674
KARNATAKA,KOPPAL,2022,257171,6882.9767,5272.1249,0.766
KARNATAKA,KOPPAL,2023,269357,8431.1431,5941.9721,0.7048
KARNATAKA,KOPPAL,2024,343937,9765.6974,6881.0938,0.7046
KARNATAKA,MANDYA,2019,428682,6889.8731,5239.401,0.7604
KARNATAKA,MANDYA,2020,563220,7985.4271,5981.4434,0.749
KARNATAKA,MANDYA,2021,604249,9526.459,7315.53,0.7679
KARNATAKA,MANDYA,2022,615929,10863.6611,8459.8415,0.7787
KARNATAKA,MANDYA,2023,687159,13204.0013,10145.5325,0.7684
KARNATAKA,MANDYA,2024,747272,15123.5845,12120.6841,0.8014
KARNATAKA,MYSORE,2019,922876,28239.1218,21586.4879,0.7644
KARNATAKA,MYSORE,2020,1227995,32337.8795,23609.5217,0.7301
KARNATAKA,MYSORE,2021,1343260,37283.9683,27637.1587,0.7413
KARNATAKA,MYSORE,2022,1361565,41069.262,30389.6669,0.74
KARNATAKA,MYSURU,2023,1488721,49279.531,35439.3605,0.7191
KARNATAKA,MYSURU,2024,1602031,60589.7416,44208.2601,0.7296
KARNATAKA,RAICHUR,2019,313187,9275.5918,7897.5837,0.8514
KARNATAKA,RAICHUR,2020,349163,9640.4566,7892.504,0.8187
KARNATAKA,RAICHUR,2021,362292,10644.0585,8717.7166,0.819
KARNATAKA,RAICHUR,2022,371682,11599.3063,9348.1032,0.8059
KARNATAKA,RAICHUR,2023,391760,13463.0994,10759.7315,0.7992
KARNATAKA,RAICHUR,2024,415995,15666.4959,12268.7166,0.7831
KARNATAKA,RAMANAGARA,2019,296534,5208.4908,4031.4835,0.774
KARNATAKA,RAMANAGARA,2020,1610372,11149.3425,7760.7724,0.6961
KARNATAKA,RAMANAGARA,2021,1778703,12176.5295,8663.6621,0.7115
KARNATAKA,RAMANAGARA,2022,1820490,13467.0083,9520.9148,0.707
KARNATAKA,RAMANAGARA,2023,2078653,15693.9947,10699.9959,0.6818
KARNATAKA,RAMANAGARA,2024,2574746,19999.2931,13985.1609,0.6993
KARNATAKA,SHIMOGA,2019,411063,11859.5059,8901.7204,0.7506
KARNATAKA,SHIMOGA,2020,444068,12712.2407,9324.2986,0.7335
KARNATAKA,SHIMOGA,2021,492495,14205.661,10579.0481,0.7447
KARNATAKA,SHIMOGA,2022,508582,15866.9309,11944.8468,0.7528
KARNATAKA,SHIVAMOGGA,2023,578520,18656.3997,14161.4908,0.7591
KARNATAKA,SHIVAMOGGA,2024,619453,21919.4848,16721.5198,0.7629
KARNATAKA,TUMAKURU,2023,634438,20307.5573,14591.2115,0.7185
KARNATAKA,TUMAKURU,2024,686702,23887.5118,17788.6049,0.7447
KARNATAKA,TUMKUR,2019,507177,12079.399,9621.6382,0.7965
KARNATAKA,TUMKUR,2020,566863,12935.1211,9856.1839,0.762
KARNATAKA,TUMKUR,2021,576771,14279.5019,11191.0813,0.7837
KARNATAKA,TUMKUR,2022,581145,16134.4702,12467.7487,0.7727
KARNATAKA,UDIPI,2019,285720,15504.5666,11075.691,0.7144
KARNATAKA,UDIPI,2020,292783,16292.3835,11423.0993,0.7011
KARNATAKA,UDIPI,2021,309789,18263.2407,11876.3885,0.6503
KARNATAKA,UDIPI,2022,321649,17372.3547,12656.234,0.7285
KARNATAKA,UDIPI,2023,348588,19529.6359,14253.9904,0.7299
KARNATAKA,UDIPI,2024,365846,22336.7772,15921.9923,0.7128
KARNATAKA,UTTAR KANNAD,2019,208737,7320.3972,3999.1606,0.5463
KARNATAKA,UTTAR KANNAD,2020,210980,7584.9098,4012.4254,0.529
KARNATAKA,UTTAR KANNAD,2021,235408,8269.0252,4655.363,0.563
KARNATAKA,UTTAR KANNAD,2022,242470,8945.6758,5205.1152,0.5819
KARNATAKA,UTTAR KANNAD,2023,275576,10080.938,5892.8368,0.5846
KARNATAKA,UTTAR KANNAD,2024,296847,9576.7261,6701.2267,0.6997
KARNATAKA,VIJAYANAGARA,2022,170363,4779.5577,3755.5386,0.7858
KARNATAKA,VIJAYANAGARA,2023,278808,7483.3317,5900.1292,0.7884
KARNATAKA,VIJAYANAGARA,2024,305806,9080.3707,6835.3024,0.7528
